"Country.of.residence","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Current.Occupation","How.long.have.you.held.this.position...Years","How.long.have.you.held.this.position...Months","Community.size","Marital.Status","Number.of.sons","Number.of.daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","Do.you.consider.yourself.a.procrastinator.","Do.others.consider.you.a.procrastinator.","DPMean","AIPMean","GPMean","SWLSMean","HDI.categories","HDI"
"United States",19,"Male","No","ltuni","student",10000,NA,0,0,"Medium-Sized","Single",0,0,4,4,3,4,4,2,4,2,5,3,4,5,3,3,4,2,4,5,5,3,4,3,4,5,2,4,2,4,5,4,5,4,2,4,3,5,5,3,4,4,3,3,3,4,5,"yes","yes",3.8,3.6,3.8,3.6,"Very high huaman development",0.92
"United States",55,"Female","Yes","ma","part-time",67500,"Nurse",17,11,"Medium-Sized","Widowed",2,0,3,3,2,2,2,2,5,4,5,3,4,3,4,2,4,4,5,3,5,2,5,2,5,4,3,5,3,3,5,5,5,5,3,4,4,4,3,5,3,4,2,2,3,3,3,"yes","no",2.4,3.66666666666667,4,2.6,"Very high huaman development",0.92
"United States",37.5,"Female","No","dip","full-time",87500,"Human Resource Manager",6,10,"Large Town","Married",0,0,2,2,2,1,1,2,1,4,2,1,3,1,2,1,3,2,2,2,1,2,2,2,2,4,3,2,2,2,3,1,4,3,2,2,2,2,2,3,2,3,3,3,3,3,3,"no","no",1.6,1.93333333333333,2.4,3,"Very high huaman development",0.92
"United States",37.5,"Male","Yes","dip","full-time",67500,"RN",6,0,"Large Town","Married",1,2,2,3,2,2,2,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,1,2,1,2,2,2,2,2,2,3,3,1,2,3,2,2,3,3,2,3,3,4,4,4,"no","no",2.2,1.93333333333333,2.15,3.6,"Very high huaman development",0.92
"United States",45,"Female","Yes","deg","full-time",87500,"owner - private practice physical therap",23,0,"Small Town","Married",1,1,5,4,4,3,3,3,3,5,4,4,3,4,4,4,5,3,4,2,4,5,4,2,3,3,3,2,4,3,4,4,4,5,3,3,4,5,5,5,4,4,3,4,3,5,4,"yes","yes",3.8,3.8,3.7,3.8,"Very high huaman development",0.92
"United States",45,"Female","Yes","ma","full-time",35000," teacher",5,5,"Medium-Sized","Married",2,1,2,2,2,2,2,4,2,4,4,4,3,4,2,2,4,5,2,4,2,3,4,1,3,5,5,3,3,2,3,1,4,3,5,5,2,3,3,5,4,3,4,4,4,4,4,"yes","yes",2,3.26666666666667,3.35,4,"Very high huaman development",0.92
"United States",28,"Female","Yes","ltuni","student",NA,NA,0,0,"Medium-Sized","Married",1,1,3,5,5,5,5,1,2,1,3,3,5,5,3,5,5,4,3,3,5,5,5,2,3,5,4,1,4,2,3,1,5,3,1,3,3,5,3,3,5,3,1,3,3,3,4,"yes","yes",4.6,3.53333333333333,3.2,2.8,"Very high huaman development",0.92
"United States",28,"Female","No","ltuni","student",10000,NA,0,0,"Large-City","Divorced",0,0,4,3,2,3,3,3,4,1,5,3,1,5,3,3,5,1,4,2,5,3,5,2,1,4,5,3,3,3,4,2,5,4,4,3,4,5,4,5,4,4,3,2,5,3,3,"yes","yes",3,3.2,3.7,3.2,"Very high huaman development",0.92
"United States",28,"Female","No","dip","full-time",45000,"advocate",2,0,"Large-City","Single",0,0,3,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,3,2,3,5,1,1,2,2,2,4,3,5,1,1,3,3,2,3,2,3,2,4,2,3,3,3,4,2,"yes","no",1.6,1.86666666666667,2.55,3,"Very high huaman development",0.92
"United States",32.5,"Female","Yes","deg","full-time",150000,"President",2,0,"Rural/Country","Married",1,1,3,4,2,2,2,3,2,5,4,3,1,3,4,3,2,4,3,4,2,3,3,3,3,3,4,3,3,3,4,2,3,3,4,4,5,5,5,3,4,2,4,4,4,5,4,"yes","no",2.6,3.06666666666667,3.45,4.2,"Very high huaman development",0.92
"United States",32.5,"Male","No","ma","full-time",87500,"Financial Advisor",6,0,"Medium-Sized","Single",0,0,5,3,4,5,5,1,1,1,4,4,4,5,3,3,4,1,2,2,4,5,5,2,4,2,4,3,4,2,5,3,2,5,2,3,3,3,2,3,5,3,2,2,2,2,1,"yes","yes",4.4,2.93333333333333,3.25,1.8,"Very high huaman development",0.92
"United States",67.5,"Female","Yes","ma","part-time",55000,"Tutor",7,0,"Large Town","Married",1,2,2,2,2,2,2,1,1,5,1,3,2,1,2,3,2,2,3,2,1,2,3,1,3,5,1,2,1,2,3,1,1,4,1,2,3,3,3,3,1,4,3,3,3,4,3,"yes","no",2,2.06666666666667,2.35,3.2,"Very high huaman development",0.92
"United States",55,"Female","Yes","dip","full-time",55000,"Aviation Specialist",10,0,"Large Town","Married",4,0,2,2,2,2,2,1,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,4,4,4,4,4,4,"no","no",2,2.06666666666667,2.35,4,"Very high huaman development",0.92
"United States",55,"Male","No","ma","retired",45000,NA,0,0,"Medium-Sized","Divorced",0,0,3,3,5,3,3,1,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,3,4,2,2,2,4,3,3,4,4,2,3,4,3,3,3,3,4,4,"yes","yes",3.4,3.53333333333333,3.05,3.4,"Very high huaman development",0.92
"United States",23,"Female","No","ma","student",67500,NA,0,0,"Large-City","Single",0,0,2,2,2,2,2,1,2,2,3,1,2,1,2,1,3,2,2,4,2,2,2,2,3,2,2,3,2,4,2,1,2,2,2,2,2,3,2,2,2,3,4,3,3,4,3,"no","no",2,2,2.25,3.4,"Very high huaman development",0.92
"United States",32.5,"Female","Yes","deg","full-time",150000,"Network Engineer",1,0,"Small City","Married",1,0,3,4,4,4,4,1,1,2,3,4,4,4,3,4,4,3,3,3,4,4,4,4,2,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,2,"yes","yes",3.8,3.13333333333333,3.65,3.6,"Very high huaman development",0.92
"United States",55,"Female","Yes","ma","part-time",25000,"CRNA",28,0,"Medium-Sized","Married",2,0,5,5,5,4,4,1,1,2,1,2,1,1,2,3,3,2,1,1,1,3,4,1,1,1,3,1,4,4,4,1,4,5,1,4,4,1,1,4,4,1,2,2,3,4,3,"yes","no",4.6,1.66666666666667,2.65,2.8,"Very high huaman development",0.92
"United States",67.5,"Female","Yes","ltuni","full-time",35000,"secretary",7,0,"Small Town","Divorced",2,1,3,2,3,2,2,3,1,3,2,2,1,1,2,1,2,3,1,3,1,2,3,1,2,2,2,2,3,2,3,1,1,2,3,2,1,3,3,1,2,3,5,5,5,5,3,"no","no",2.4,1.86666666666667,2.1,4.6,"Very high huaman development",0.92
"United States",37.5,"Female","Yes","phd","unemployed",NA,NA,0,0,"Small City","Married",0,2,5,5,5,5,5,5,2,5,5,5,5,5,3,2,5,2,2,3,1,5,5,4,4,5,4,4,5,4,2,1,1,5,5,5,5,3,4,5,5,5,2,4,2,5,3,"yes","yes",5,3.66666666666667,4.05,3.2,"Very high huaman development",0.92
"United States",28,"Female","No","phd","full-time",67500,"assistant professor",3,0,"Medium-Sized","Married",0,0,4,2,2,1,2,1,2,1,4,2,4,3,5,2,5,2,3,3,2,2,4,1,1,3,3,1,3,2,3,1,2,3,3,1,4,3,3,5,4,3,4,4,5,5,5,"yes","no",2.2,2.73333333333333,2.65,4.6,"Very high huaman development",0.92
"United States",32.5,"","Yes","phd","full-time",150000,"Scientist",3,0,"Large-City","Married",1,1,3,3,1,1,2,1,2,4,3,4,2,4,4,3,4,1,4,3,4,3,3,3,3,4,3,1,4,2,5,4,2,5,3,5,5,4,3,4,4,4,3,4,3,4,2,"yes","yes",2,3.06666666666667,3.55,3.2,"Very high huaman development",0.92
"United States",28,"Female","No","ma","full-time",35000,"Research Assistant",1,7,"Large-City","Married",0,0,3,2,3,3,3,1,1,1,1,1,2,1,2,1,3,3,1,2,1,2,3,2,2,2,1,2,2,3,3,1,1,3,1,2,3,3,2,3,3,2,3,3,3,3,3,"yes","no",2.8,1.53333333333333,2.2,3,"Very high huaman development",0.92
"United States",45,"Male","Yes","phd","full-time",150000,"engineer",2,6,"Large-City","Married",1,0,5,4,4,3,3,2,4,5,4,4,4,4,4,4,5,3,5,4,4,5,5,4,4,5,4,3,4,5,5,3,5,4,4,3,4,5,5,5,4,4,2,3,3,2,1,"yes","yes",3.8,4.06666666666667,4.25,2.2,"Very high huaman development",0.92
"United States",45,"Female","No","ma","full-time",87500,NA,6,0,"Large-City","Married",0,0,5,5,5,5,3,1,1,5,2,3,4,3,4,3,5,1,1,1,1,3,3,1,1,2,2,3,3,3,5,2,2,4,2,2,2,4,4,2,4,3,4,4,4,4,3,"yes","no",4.6,2.53333333333333,2.7,3.8,"Very high huaman development",0.92
"United States",55,"Male","Yes","ma","full-time",NA,"education administration",7,0,"Large-City","Married",0,2,4,3,3,2,2,1,1,1,2,3,4,3,3,4,3,2,1,1,1,1,3,1,3,4,1,1,3,3,5,1,2,4,2,2,4,2,1,4,3,3,3,4,3,4,1,"yes","yes",2.8,2.06666666666667,2.6,3,"Very high huaman development",0.92
"United States",45,"Female","No","ltuni","full-time",87500,NA,3,6,"Large-City","Single",0,0,4,4,5,3,3,1,2,4,5,3,2,2,3,2,3,5,3,5,2,3,3,4,3,5,5,3,4,4,4,1,5,4,3,4,4,4,4,5,3,4,2,1,1,1,1,"yes","no",3.8,3,3.8,1.2,"Very high huaman development",0.92
"United States",32.5,"Female","Yes","ltuni","unemployed",67500,NA,0,0,"Medium-Sized","Married",1,2,2,2,1,1,1,1,2,2,3,3,2,2,3,3,2,1,3,1,3,1,3,1,2,4,1,2,2,2,3,2,2,3,1,1,3,4,2,4,4,2,4,4,3,3,3,"yes","yes",1.4,2.13333333333333,2.4,3.4,"Very high huaman development",0.92
"United States",67.5,"Female","No","dip","part-time",87500,"Writer / eductor",28,0,"Large-City","Married",0,0,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,3,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,3,3,3,2,3,3,1,1,"yes","no",2.2,1.33333333333333,1.65,2,"Very high huaman development",0.92
"United States",37.5,"Male","Yes","phd","full-time",45000,"Scientist",3,8,"Small City","Married",1,0,4,5,4,5,4,2,3,5,4,5,4,5,5,5,5,4,5,3,4,5,5,2,3,2,4,4,4,4,4,3,5,4,3,5,5,4,4,5,4,5,3,2,3,2,2,"yes","yes",4.4,4.26666666666667,3.95,2.4,"Very high huaman development",0.92
"United States",28,"Female","Yes","ltuni","full-time",15000,"Accounting Assistant",5,0,"Small City","Married",2,0,3,3,3,3,3,4,2,4,4,3,5,5,3,4,4,4,3,4,2,5,5,2,3,4,5,2,5,3,4,4,3,3,4,4,4,5,5,1,5,2,3,3,3,3,3,"yes","yes",3,3.73333333333333,3.65,3,"Very high huaman development",0.92
"United States",67.5,"Male","Yes","phd","full-time",87500,"Program Director",0,7,"Large-City","Married",1,2,3,3,4,2,2,1,1,4,2,2,3,3,3,2,3,2,1,2,1,2,3,2,2,2,1,2,3,2,4,1,2,3,1,1,2,2,2,2,3,3,4,4,4,4,3,"yes","yes",2.8,2.13333333333333,2.15,3.8,"Very high huaman development",0.92
"United States",45,"Female","Yes","deg","full-time",35000,"Tech Analyst/GIS",3,0,"Medium-Sized","Married",1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,3,4,2,3,2,3,3,2,4,4,4,4,4,"no","no",2,2.26666666666667,2.45,4,"Very high huaman development",0.92
"United States",55,"Female","No","phd","full-time",67500,"college professor",17,0,"Small City","Married",0,0,1,1,1,1,1,1,1,3,2,3,3,1,3,3,2,1,1,2,1,1,2,1,3,2,1,2,2,1,3,2,2,3,1,2,4,2,1,2,1,2,3,3,4,5,3,"yes","no",1,1.86666666666667,1.95,3.6,"Very high huaman development",0.92
"United States",37.5,"Female","Yes","ltuni","full-time",NA,NA,4,0,"Large-City","Married",1,0,4,4,4,3,3,1,1,5,4,2,3,5,4,3,5,1,3,2,4,2,4,1,2,4,2,2,2,3,3,4,2,4,2,4,3,3,2,3,2,4,3,3,3,3,2,"yes","yes",3.6,3,2.8,2.8,"Very high huaman development",0.92
"United States",45,"Female","No","phd","full-time",45000,"college professor",7,0,"Small City","Single",0,0,4,5,4,4,4,1,1,2,2,2,4,2,2,3,2,1,2,1,2,2,4,4,2,3,3,2,2,4,5,2,2,4,2,2,2,4,3,2,4,2,2,2,3,3,2,"yes","no",4.2,1.93333333333333,2.9,2.4,"Very high huaman development",0.92
"United States",32.5,"Female","No","deg","full-time",87500,"Market Analyst",1,8,"Village","Married",0,0,3,3,3,3,3,3,3,3,4,3,4,2,3,2,3,3,3,3,3,4,4,3,3,4,3,3,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,"yes","no",3,3.06666666666667,3.15,3,"Very high huaman development",0.92
"United States",55,"Female","Yes","deg","retired",15000,"jewelry artist",4,0,"Small City","Single",0,1,3,3,3,3,3,3,2,4,4,4,3,4,4,3,4,3,4,3,3,4,4,3,3,4,3,4,3,4,3,4,4,3,4,3,4,3,3,4,3,4,2,2,3,2,3,"yes","yes",3,3.46666666666667,3.5,2.4,"Very high huaman development",0.92
"United States",55,"Male","Yes","phd","full-time",150000,"Research Scientist",13,8,"Medium-Sized","Divorced",3,0,3,1,5,2,2,1,2,5,2,3,1,5,4,3,4,3,2,5,2,2,4,2,3,1,3,3,2,5,4,3,4,4,1,4,4,3,3,5,2,5,4,4,5,5,5,"yes","yes",2.6,2.93333333333333,3.25,4.6,"Very high huaman development",0.92
"United States",45,"Male","Yes","ma","full-time",250000,"Owner",10,0,"Large-City","Married",2,0,2,4,5,4,3,4,1,5,5,4,4,4,3,5,5,5,3,5,3,5,4,3,5,3,4,5,4,5,5,4,5,5,3,5,3,3,3,5,5,3,3,5,2,3,3,"yes","no",3.6,4.06666666666667,4.1,3.2,"Very high huaman development",0.92
"United States",80,"Male","Yes","ma","retired",NA,NA,3,0,"Large-City","Married",1,0,3,2,3,2,2,1,1,4,4,2,1,3,2,1,3,3,2,1,1,2,2,3,2,2,1,2,3,4,3,1,1,2,2,2,2,3,3,3,3,2,3,4,4,4,3,"no","no",2.4,2.06666666666667,2.3,3.6,"Very high huaman development",0.92
"United States",37.5,"Female","Yes","phd","full-time",45000,"college professor",6,0,"Small City","Married",1,1,4,4,4,4,4,2,2,4,4,4,2,3,3,4,4,3,3,3,2,4,4,3,3,1,5,4,3,4,4,4,4,5,4,3,4,4,4,5,3,4,3,2,2,3,1,"yes","yes",4,3.13333333333333,3.75,2.2,"Very high huaman development",0.92
"United States",21,"Male","No","ltuni","student",NA,NA,2,0,"Large Town","Single",0,0,4,4,3,3,3,3,2,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,"yes","yes",3.4,3.4,3.65,3.8,"Very high huaman development",0.92
"United States",22,"Male","No","ltuni","student",10000,NA,3,8,"Small City","Single",0,0,5,5,4,4,4,1,3,5,4,4,2,5,5,2,4,5,5,4,4,3,1,1,3,2,4,1,5,4,4,4,4,5,1,2,3,5,4,4,5,4,3,3,3,3,2,"yes","yes",4.4,3.73333333333333,3.3,2.8,"Very high huaman development",0.92
"United States",19,"Male","No","dip","student",10000,NA,2,0,"Small City","Single",0,0,4,5,5,4,4,2,1,3,4,3,1,5,5,2,5,5,3,5,2,2,5,5,5,3,5,4,5,5,5,5,5,5,4,5,5,3,5,5,2,5,4,5,5,5,4,"yes","yes",4.4,3.2,4.55,4.6,"Very high huaman development",0.92
"United States",67.5,"Female","Yes","deg","retired",NA,"retired",5,0,"Small City","Married",2,0,4,4,5,3,3,4,3,5,5,4,5,5,5,3,4,2,5,5,4,3,5,3,3,3,4,2,5,4,4,4,4,4,4,4,5,5,4,5,5,4,1,3,2,3,2,"yes","yes",3.8,4.13333333333333,4.05,2.2,"Very high huaman development",0.92
"United States",45,"Male","Yes","ma","part-time",45000,"real estate agent",5,6,"Medium-Sized","Married",2,1,4,4,4,3,3,3,2,4,4,3,3,3,3,2,4,4,3,5,3,4,4,3,3,4,5,2,4,4,4,3,4,4,4,2,3,4,4,5,2,3,3,4,3,3,2,"yes","yes",3.6,3.33333333333333,3.55,3,"Very high huaman development",0.92
"United States",28,"Male","No","deg","full-time",55000,"IT director",3,0,"Small Town","Single",0,0,4,5,3,2,1,3,2,2,5,1,1,2,2,2,2,5,2,3,2,3,5,1,3,5,5,3,4,4,4,2,4,4,4,4,1,5,5,3,4,2,4,5,5,5,4,"yes","yes",3,2.46666666666667,3.6,4.6,"Very high huaman development",0.92
"United States",55,"Male","Yes","ma","full-time",45000,NA,4,0,"Large-City","Married",1,1,4,4,5,5,5,4,3,5,4,4,5,5,5,2,3,4,4,4,3,5,5,3,5,4,4,4,5,4,5,4,4,5,3,5,5,5,4,5,5,5,2,5,2,3,3,"yes","yes",4.6,4,4.45,3,"Very high huaman development",0.92
"United States",32.5,"Male","No","ltuni","full-time",45000,"Graphic Designer",2,0,"Large-City","Divorced",0,0,4,4,4,4,4,2,2,4,3,3,3,4,4,4,4,3,2,3,3,3,4,3,4,3,4,2,4,5,4,3,3,4,3,4,4,4,4,4,5,4,1,1,2,1,1,"yes","yes",4,3.13333333333333,3.75,1.2,"Very high huaman development",0.92
"United States",45,"Male","Yes","ltuni","full-time",150000,"engineer",0,5,"Village","Married",1,1,5,4,4,3,3,2,3,2,4,4,4,4,4,4,4,4,4,5,4,5,4,2,2,3,3,4,4,1,5,4,3,5,2,5,4,3,4,4,4,3,3,3,4,4,2,"yes","yes",3.8,3.8,3.45,3.2,"Very high huaman development",0.92
"United States",67.5,"Male","Yes","ma","full-time",NA,"Investment Counsel",10,0,"","Married",0,1,3,3,4,2,2,1,1,5,2,3,1,4,4,2,4,4,2,5,1,1,3,1,4,2,1,1,2,5,1,3,1,4,2,5,3,4,4,2,3,4,4,4,4,3,3,"yes","yes",2.8,2.66666666666667,2.75,3.6,"Very high huaman development",0.92
"United States",67.5,"Female","Yes","deg","retired",25000,"retired",10,2,"Small City","Married",1,0,5,5,5,4,4,3,3,5,3,3,4,3,3,4,4,4,3,5,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,5,3,4,3,4,3,5,3,2,1,2,1,"yes","yes",4.6,3.53333333333333,3.5,1.8,"Very high huaman development",0.92
"United States",45,"Female","Yes","ltuni","full-time",67500,"Food Service Supervisor",17,0,"Small City","Single",1,0,3,2,2,2,2,4,4,5,4,4,3,3,3,4,4,2,3,4,3,4,4,1,2,2,2,3,3,4,3,3,3,3,3,2,4,2,2,4,3,4,4,3,4,4,3,"yes","no",2.2,3.6,2.85,3.6,"Very high huaman development",0.92
"United States",25,"Male","No","deg","full-time",25000,NA,2,0,"Large-City","Single",0,0,4,4,3,3,3,3,3,5,4,3,3,4,4,3,3,4,4,5,3,3,4,3,2,4,3,3,3,4,4,4,4,4,3,4,4,4,5,3,3,5,2,3,2,2,3,"yes","yes",3.4,3.6,3.65,2.4,"Very high huaman development",0.92
"United States",37.5,"Female","No","ltuni","full-time",55000,"Environmental Senior Specialist",1,3,"Large Town","Single",0,0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,5,5,3,"no","no",1.2,1.13333333333333,1.15,4.2,"Very high huaman development",0.92
"United States",55,"Female","No","ma","full-time",45000,"Pastor ; Life coach  clergy",2,8,"Large-City","Single",0,0,4,3,3,3,3,2,2,5,3,2,2,3,1,2,3,2,4,3,3,5,4,2,2,2,3,2,4,3,4,3,4,4,4,1,3,2,3,4,3,2,4,3,3,4,2,"yes","no",3.2,2.8,2.95,3.2,"Very high huaman development",0.92
"United States",28,"Male","No","ma","full-time",55000,"Scientist",3,0,"Small City","Married",0,0,3,2,2,2,2,2,1,2,3,2,3,2,3,2,3,4,2,3,2,3,3,3,2,4,2,3,2,2,4,2,3,4,2,4,3,4,2,2,4,3,3,4,3,4,3,"yes","no",2.2,2.46666666666667,2.9,3.4,"Very high huaman development",0.92
"United States",28,"Female","No","deg","full-time",45000,"research coordinator",1,2,"Large-City","Single",0,0,5,4,5,5,5,2,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,3,4,5,5,5,5,5,5,3,3,3,3,2,"yes","yes",4.8,4.6,4.7,2.8,"Very high huaman development",0.92
"United States",32.5,"Male","No","ma","student",15000,NA,0,0,"Large-City","Separated",0,0,5,4,4,4,4,1,4,5,4,5,4,5,4,5,4,4,5,4,4,5,5,4,3,4,2,4,4,4,5,4,4,4,2,4,5,5,5,4,5,4,2,2,2,3,1,"yes","yes",4.2,4.2,4.05,2,"Very high huaman development",0.92
"United States",67.5,"Male","Yes","phd","part-time",NA,NA,4,0,"Large Town","Divorced",1,2,5,5,5,5,5,4,1,5,4,5,3,5,5,3,5,4,2,3,2,5,5,4,3,4,5,3,5,4,5,5,4,5,4,4,4,5,5,5,5,5,3,3,3,4,4,"yes","yes",5,3.73333333333333,4.45,3.4,"Very high huaman development",0.92
"United States",55,"Female","Yes","ltuni","full-time",35000,"Administrator",3,0,"Medium-Sized","Widowed",1,1,4,4,4,4,4,3,2,3,2,3,4,4,5,3,5,3,3,3,3,5,5,3,3,1,2,2,3,4,3,2,4,2,1,2,2,3,3,4,3,4,1,1,2,1,1,"yes","yes",4,3.4,2.8,1.2,"Very high huaman development",0.92
"United States",55,"Male","Yes","ma","full-time",150000," Diplomat",17,0,"Small Town","Married",1,0,2,2,3,2,1,1,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,4,3,4,4,4,"no","no",2,1.73333333333333,1.35,3.8,"Very high huaman development",0.92
"United States",45,"Female","Yes","phd","full-time",87500,"attorney",0,5,"Medium-Sized","Married",0,2,3,3,3,3,3,1,1,4,3,2,2,2,3,3,3,3,2,4,1,3,3,3,3,3,2,2,3,3,3,2,4,3,2,2,3,3,3,3,3,3,3,2,3,3,1,"yes","yes",3,2.46666666666667,2.8,2.4,"Very high huaman development",0.92
"United States",37.5,"Male","Yes","deg","unemployed",10000,"Stay-at-home dad",4,4,"Medium-Sized","Married",0,1,2,4,4,2,2,2,2,3,3,2,3,3,3,4,3,3,2,4,1,3,5,3,3,3,4,3,4,3,4,2,3,4,3,3,3,4,4,4,4,4,3,3,3,4,3,"yes","yes",2.8,2.73333333333333,3.5,3.2,"Very high huaman development",0.92
"United States",45,"Female","Yes","ltuni","full-time",NA,"Human Resource Manager",1,3,"Small City","Married",1,1,2,3,2,1,1,2,4,3,5,3,4,3,3,3,5,3,5,3,4,4,4,2,2,5,2,3,4,3,3,4,5,4,3,3,4,4,4,4,3,3,3,4,4,4,3,"yes","yes",1.8,3.6,3.45,3.6,"Very high huaman development",0.92
"United States",45,"Male","No","ma","part-time",25000,"Theater General Manager",1,6,"Large-City","Married",0,0,4,4,4,5,5,1,3,4,4,5,4,5,4,5,5,3,2,1,3,3,5,3,3,4,3,3,5,2,5,1,2,5,2,3,4,5,4,5,5,4,2,1,1,3,1,"yes","no",4.4,3.46666666666667,3.65,1.6,"Very high huaman development",0.92
"United States",28,"Female","No","deg","full-time",55000,"Analyst",2,0,"Large Town","Single",0,0,4,4,4,4,4,1,4,4,4,4,4,4,5,4,4,5,5,2,5,4,4,3,3,5,4,3,4,4,4,5,2,4,2,2,4,4,4,3,4,4,4,5,5,5,5,"yes","yes",4,3.93333333333333,3.6,4.8,"Very high huaman development",0.92
"United States",45,"Male","No","ltuni","part-time",10000,"Marketing",0,5,"Large-City","Single",0,0,2,3,3,3,3,4,2,4,3,3,2,5,3,3,3,4,3,4,3,5,3,3,3,3,2,2,4,4,4,5,4,4,3,3,3,4,4,4,4,4,1,1,1,1,1,"yes","yes",2.8,3.4,3.5,1,"Very high huaman development",0.92
"United States",28,"Female","No","ma","student",25000,NA,2,8,"Large-City","Married",0,0,4,5,5,2,2,1,1,4,4,2,5,3,3,1,4,4,3,4,3,1,4,1,1,5,4,3,3,5,4,2,4,4,1,4,2,5,4,5,4,3,5,5,5,5,4,"yes","no",3.6,2.86666666666667,3.4,4.8,"Very high huaman development",0.92
